127.0.0.1 - - [02/Mar/2023:02:23:34 -0500] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:53:39 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:54:47 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:54:47 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 778
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:55:14 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:55:14 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 796
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:56:10 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:56:10 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 813
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:57:05 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:57:05 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 812
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:57:37 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:57:37 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 776
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:57:57 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:57:57 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 759
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:57:58 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:57:58 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:58:00 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:58:23 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:58:23 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 779
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:58:40 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:58:40 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 783
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:59:04 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:59:48 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:02:59:49 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 779
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:00:23 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:00:24 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:00:39 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:00:39 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 750
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:00:39 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:00:39 -0500] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:37 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:37 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:49 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:49 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 730
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:53 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:53 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:54 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:54 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:54 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:54 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:54 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:55 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:55 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:55 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:55 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:55 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:01:55 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:02:08 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:04:24 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:04:24 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:04:50 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:04:50 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:04:51 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:04:58 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 758
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:25 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:25 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 755
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:27 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:27 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:28 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:28 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:31 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:31 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 755
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:31 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:31 -0500] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:41 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:41 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 739
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:45 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:45 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 739
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:45 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:45 -0500] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:49 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:05:49 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:06:17 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:06:17 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 736
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:06:19 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:06:19 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:08:01 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:08:01 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:08:02 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:08:04 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:08:09 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:08:09 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 779
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:08:09 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:08:09 -0500] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:08:29 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:08:29 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:08:30 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:08:31 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:08:34 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:08:34 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 779
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:08:37 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:09:56 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:09:56 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 779
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:10:12 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:11:50 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:11:50 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 779
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:12:03 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:12:03 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:12:33 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:12:33 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:12:34 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:12:42 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:12:42 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 660
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:12:42 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:12:42 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:12:58 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:12:58 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 677
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:13:57 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:13:57 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 717
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:14:31 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:16:04 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:16:04 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:16:06 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:16:06 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:16:15 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:16:15 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 718
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:16:15 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:16:15 -0500] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:17:02 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:17:02 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 717
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:17:02 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:17:02 -0500] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:18:03 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:18:03 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 734
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:18:26 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:18:26 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:18:27 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:18:30 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:18:30 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 713
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:18:33 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:18:33 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:18:42 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:18:42 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 699
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:19:04 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:19:04 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 702
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:19:04 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:19:04 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:19:22 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:19:22 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 699
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:19:37 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:19:37 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 702
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:19:51 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:19:51 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 699
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:20:22 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:20:53 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:20:53 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:20:58 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:20:58 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 699
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:20:58 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:21:14 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:21:14 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 716
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:21:14 -0500] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:23:19 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:23:19 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 699
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:24:12 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:24:12 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 717
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:25:00 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:25:59 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:25:59 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:26:00 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:26:01 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:26:03 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:26:03 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:26:03 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:26:16 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:26:16 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 721
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:26:17 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:27:23 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:27:23 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 742
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:27:43 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:27:43 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 743
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:28:12 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:28:12 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 761
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:28:37 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:28:37 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 760
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:29:10 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:29:10 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 781
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:29:22 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:29:22 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 781
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:30:21 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:30:21 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 810
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:31:49 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:31:49 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 841
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:32:06 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:32:06 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 841
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:32:19 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:32:19 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:32:20 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:32:20 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 818
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:32:33 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:32:33 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:32:34 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:32:34 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:32:35 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:32:35 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:32:48 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:33:33 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:33:33 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:33:34 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:33:37 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:33:37 -0500] "GET /BlogApp/resources/Js/app.js HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:33:37 -0500] "GET /BlogApp/resources/css/myfile.css HTTP/1.1" 200 808
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:33:37 -0500] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [02/Mar/2023:03:33:48 -0500] "GET /BlogApp/createblog HTTP/1.1" 200 1051
